"Date","DailyMoveCat","CloseDiffCat","ONDiffCat","SpreadCat"
2011-08-05,"Down","Down","No Move","Up Large"
2011-08-04,"Up Extreme","Up Extreme","Up","Up Extreme"
2011-08-03,"Down","Down","Up","Up"
2011-08-02,"Up Large","Up Large","Up","Up"
2011-08-01,"No Move","No Move","Down","Up"
2011-07-29,"Up","Up","Up","No Move"
2011-07-28,"Up","Up","Up","No Move"
2011-07-27,"Up","Up","Up","Up"
2011-07-26,"Up","Up","No Move","Down"
2011-07-25,"Up","Up","Up","Down"
2011-07-22,"Up","Up","No Move","Down"
2011-07-21,"Down","Down","Up","Up"
2011-07-20,"No Move","Up","Up","Down"
2011-07-19,"Down","Down","Down","Up"
2011-07-18,"Up","Up","Up","No Move"
2011-07-15,"Down","Down","No Move","Down"
2011-07-14,"Up","Up","No Move","No Move"
2011-07-13,"Down","Down","No Move","No Move"
2011-07-12,"Up","Up","No Move","Down"
2011-07-11,"Up","Up","Up","Up"
2011-07-08,"Up","Up","Up","Down"
2011-07-07,"Down","Down","Down","Down"
2011-07-06,"Down","Down","Up","Down"
2011-07-05,"No Move","No Move","Up Large","Down"
2011-07-01,"Down","Down","No Move","Up"
2011-06-30,"Down","Down","Down","No Move"
2011-06-29,"Down","Down","Up","Down"
2011-06-28,"Down","Down","No Move","Down"
2011-06-27,"Down","Down","No Move","No Move"
2011-06-24,"Up","Up","Up","Down"
2011-06-23,"Up","Up","Up","Up"
2011-06-22,"Up","Up","No Move","Down"
2011-06-21,"Down","Down","Down","Down"
2011-06-20,"Down","Down","No Move","Down"
2011-06-17,"Down","Down","Down","Down"
2011-06-16,"Down","Down","Up","Down"
2011-06-15,"Up","Up","Up","Up"
2011-06-14,"Down","Down","Up","No Move"
2011-06-13,"No Move","No Move","Up","Down"
2011-06-10,"Up","Up","No Move","Up"
2011-06-09,"Down","Down","No Move","Down"
2011-06-08,"Up","Up","Up","Down"
2011-06-07,"Up","Up","No Move","Down"
2011-06-06,"Up","Up","No Move","Down"
2011-06-03,"Up","Up","Up","Down"
2011-06-02,"Up","Up","No Move","Down"
2011-06-01,"Up Large","Up Large","No Move","Up"
2011-05-31,"Down","Down","Down","Down"
2011-05-27,"Down","Down","Up","Down"
2011-05-26,"No Move","No Move","Up","Down"
2011-05-25,"Down","Down","Up","Down"
2011-05-24,"Up","Up","No Move","Down"
2011-05-23,"Up","Up","No Move","No Move"
2011-05-20,"Up","Up","No Move","Down"
2011-05-19,"Down","Down","Down","Down"
2011-05-18,"Down","Down","Up","Down"
2011-05-17,"Up","Up","Up","No Move"
2011-05-16,"Up","Up","Up","Down"
2011-05-13,"Up","Up","No Move","No Move"
2011-05-12,"Down","Down","No Move","Up"
2011-05-11,"Up","Up","Up Large","No Move"
2011-05-10,"Down","Down","No Move","Down"
2011-05-09,"Down","Down","Up","Down"
2011-05-06,"Down","Down","Up","No Move"
2011-05-05,"Up","Up","No Move","Up"
2011-05-04,"Up","Up","Up","Down"
2011-05-03,"No Move","No Move","Up","Down"
2011-05-02,"No Move","No Move","No Move","Down"
2011-04-29,"Down","Down","No Move","Down"
2011-04-28,"Down","Down","Up","Down"
2011-04-27,"Down","Down","Up","Down"
2011-04-26,"Down","Down","Down","Down"
2011-04-25,"Up","Up","No Move","Down"
2011-04-21,"Down","Down","No Move","Down"
2011-04-20,"Down","Down","No Move","Up"
2011-04-19,"Down","Down","No Move","Down"
2011-04-18,"Up","Up","Up","Up"
2011-04-15,"Down","Down","No Move","Down"
2011-04-14,"Down","No Move","Up","Down"
2011-04-13,"No Move","No Move","No Move","Down"
2011-04-12,"Up","Up","No Move","Down"
2011-04-11,"No Move","No Move","No Move","Down"
2011-04-08,"Up","Up","No Move","Down"
2011-04-07,"Up","Up","No Move","Down"
2011-04-06,"Down","Down","Up","Down"
2011-04-05,"No Move","No Move","Down","Down"
2011-04-04,"Down","Down","Up","Down"
2011-04-01,"Down","Down","Down","Down"
2011-03-31,"Up","Up","No Move","Down"
2011-03-30,"Down","Down","Down","Down"
2011-03-29,"Down","Down","Up","Down"
2011-03-28,"Up","Up","No Move","Down"
2011-03-25,"Down","Down","No Move","Down"
2011-03-24,"Down","Down","Down","Down"
2011-03-23,"Down","Down","No Move","Down"
2011-03-22,"Up","Up","No Move","Down"
2011-03-21,"Down","Down","Down","Up"
2011-03-18,"Down","Down","Down","Down"
2011-03-17,"Down","Down","Down","Up"
2011-03-16,"Up Large","Up Large","Up","Up"
2011-03-15,"Up","Up","Up","Up"
2011-03-14,"Up","Up","Up","Down"
2011-03-11,"Down","Down","Up","Down"
2011-03-10,"Up Large","Up Large","Up","Up"
2011-03-09,"No Move","No Move","Up","Down"
2011-03-08,"Down","Down","Up","No Move"
2011-03-07,"Up","Up","Down","Up"
2011-03-04,"Up","Up","No Move","Up"
2011-03-03,"Down","Down","Down","Up"
2011-03-02,"No Move","No Move","No Move","Down"
2011-03-01,"Up","Up","No Move","Up"
2011-02-28,"Down","Down","No Move","Down"
2011-02-25,"Down","Down","Up","Down"
2011-02-24,"Up","Up","Up","Down"
2011-02-23,"Up","Up","Up","No Move"
2011-02-22,"Up","Up","Up","Up"
2011-02-18,"Down","Down","No Move","Down"
2011-02-17,"Down","Down","No Move","Down"
2011-02-16,"Down","Down","Up","Down"
2011-02-15,"Up","Up","Up","Down"
2011-02-14,"No Move","No Move","Up","Down"
2011-02-11,"Down","Down","Up","Down"
2011-02-10,"No Move","No Move","No Move","Down"
2011-02-09,"No Move","No Move","Up","Down"
2011-02-08,"Down","Down","Up","Down"
2011-02-07,"Down","Down","No Move","Down"
2011-02-04,"Down","Down","No Move","Down"
2011-02-03,"Down","Down","Up","Down"
2011-02-02,"No Move","No Move","Up","Down"
2011-02-01,"Down","Down","No Move","No Move"
2011-01-31,"Down","Down","No Move","Down"
2011-01-28,"Up","Up","No Move","Up"
2011-01-27,"No Move","No Move","No Move","Down"
2011-01-26,"No Move","No Move","Down","Down"
2011-01-25,"No Move","No Move","No Move","Down"
2011-01-24,"Down","Down","Down","Down"
2011-01-21,"Down","Down","No Move","Down"
2011-01-20,"No Move","No Move","Up","Down"
2011-01-19,"No Move","No Move","Up","Down"
2011-01-18,"Down","Down","Up","Down"
2011-01-14,"Down","Down","No Move","Down"
2011-01-13,"Up","Up","Up","Down"
2011-01-12,"Down","Down","Down","Down"
2011-01-11,"Down","Down","Down","Down"
2011-01-10,"Up","Up","Up","Down"
2011-01-07,"Up","Up","No Move","Down"
2011-01-06,"Up","Up","Up","Down"
2011-01-05,"Down","Down","Up","Down"
2011-01-04,"Down","Down","No Move","Down"
2011-01-03,"Down","Down","No Move","Down"
2010-12-31,"No Move","No Move","No Move","Down"
2010-12-30,"Up","Up","No Move","Down"
2010-12-29,"No Move","No Move","Up","Down"
2010-12-28,"Down","Down","No Move","Down"
2010-12-27,"Up","Up","No Move","Down"
2010-12-23,"Down","No Move","No Move","Down"
2010-12-22,"Down","Down","Up","Down"
2010-12-21,"Down","Down","No Move","Down"
2010-12-20,"No Move","No Move","No Move","Down"
2010-12-17,"No Move","No Move","No Move","Down"
2010-12-16,"Down","Down","No Move","Down"
2010-12-15,"Up","Up","Up","Down"
2010-12-14,"Down","Down","No Move","Down"
2010-12-13,"Down","Down","Up","Down"
2010-12-10,"Down","Down","No Move","Down"
2010-12-09,"No Move","No Move","Up","Down"
2010-12-08,"Down","No Move","Up","Down"
2010-12-07,"No Move","No Move","Down","Down"
2010-12-06,"Up","Up","Up","Down"
2010-12-03,"Down","Down","No Move","Down"
2010-12-02,"Down","Down","No Move","Down"
2010-12-01,"Down Large","Down Large","Down","Up"
2010-11-30,"Up","Up","Up","Down"
2010-11-29,"Up","Up","Up","Down"
2010-11-26,"Up","Up","Up","Down"
2010-11-24,"Down","Down","Down","No Move"
2010-11-23,"Up","Up","Up","Up"
2010-11-22,"Up","Up","Up","Down"
2010-11-19,"Down","Down","No Move","Down"
2010-11-18,"Down","Down","Down","Up"
2010-11-17,"No Move","Up","Up","Down"
2010-11-16,"Up","Up","Up","Up"
2010-11-15,"No Move","No Move","Down","Down"
2010-11-12,"Up","Up","Up","Down"
2010-11-11,"Up","Up","Up Extreme","Down"
2010-11-10,"Down","No Move","Up","Down"
2010-11-09,"Up","Up","Up","Down"
2010-11-08,"Up","Up","Up","Down"
2010-11-05,"No Move","No Move","No Move","Down"
2010-11-04,"Down Large","Down Large","Down","Up"
2010-11-03,"Down","Down","Up","Down"
2010-11-02,"Down","Down","No Move","Down"
2010-11-01,"No Move","No Move","Down","Up"
2010-10-29,"No Move","No Move","Down","Down"
2010-10-28,"No Move","No Move","Down","Down"
2010-10-27,"Up","Up","Up","Down"
2010-10-26,"No Move","No Move","Up","Down"
2010-10-25,"Down","Down","Down","Down"
2010-10-22,"No Move","No Move","No Move","Down"
2010-10-21,"Down","Down","Up","Down"
2010-10-20,"Down","Down","Up","Up"
2010-10-19,"Up","Up","Up","Up"
2010-10-18,"Down","Down","No Move","Down"
2010-10-15,"Up","Up","Down","Down"
2010-10-14,"No Move","No Move","Down","Down"
2010-10-13,"Down","Down","Down","Down"
2010-10-12,"No Move","No Move","No Move","Down"
2010-10-11,"No Move","No Move","No Move","Down"
2010-10-08,"Down","Down","No Move","Down"
2010-10-07,"Up","Up","Down","Down"
2010-10-06,"Down","Down","Up","Down"
2010-10-05,"Down","Down","Down","Up"
2010-10-04,"Up","Up","Up","Down"
2010-10-01,"Down","Down","Down","Down"
2010-09-30,"Up","Up","Down","Up"
2010-09-29,"Up","Up","No Move","Down"
2010-09-28,"Down","Down","Up","No Move"
2010-09-27,"Up","Up","No Move","Down"
2010-09-24,"Down","Down","Down","Up"
2010-09-23,"Up","Up","Up","Down"
2010-09-22,"Up","Up","No Move","Down"
2010-09-21,"No Move","No Move","No Move","Down"
2010-09-20,"Down","Down","No Move","No Move"
2010-09-17,"No Move","No Move","No Move","Down"
2010-09-16,"Down","Down","Up","Down"
2010-09-15,"Down","Down","No Move","Down"
2010-09-14,"Up","Up","No Move","Down"
2010-09-13,"Down","Down","Up","Down"
2010-09-10,"Down","Down","No Move","Down"
2010-09-09,"Down","Down","Down","Down"
2010-09-08,"Down","Down","Up","Down"
2010-09-07,"Up","Up","Up","Down"
2010-09-03,"Down","Down","Down","Down"
2010-09-02,"Down","Down","No Move","Down"
2010-09-01,"Down Large","Down Large","Down","Up"
2010-08-31,"No Move","No Move","Up","Down"
2010-08-30,"Up","Up","Up","Down"
2010-08-27,"Down","Down","Up","Up"
2010-08-26,"Up","Up","No Move","Down"
2010-08-25,"Down","Down","No Move","No Move"
2010-08-24,"Up","Up","Up","Up"
2010-08-23,"Up","Up","Down","Down"
2010-08-20,"Up","Up","No Move","Down"
2010-08-19,"Up","Up","Up","Up"
2010-08-18,"Down","No Move","Up","Down"
2010-08-17,"Down","Down","Up","Up"
2010-08-16,"No Move","No Move","No Move","Down"
2010-08-13,"Up","Up","No Move","Down"
2010-08-12,"Up","Up","Up Large","Down"
2010-08-11,"Up Large","Up Large","Up Large","Up"
2010-08-10,"Up","Up","Up","Down"
2010-08-09,"Down","Down","Down","Down"
2010-08-06,"Up","Up","Up","Down"
2010-08-05,"No Move","No Move","Up","Down"
2010-08-04,"Down","Down","Up","Down"
2010-08-03,"Up","Up","No Move","Down"
2010-08-02,"Down","Down","Down","Up"
2010-07-30,"No Move","No Move","Up","No Move"
2010-07-29,"Up","Up","Down","Up"
2010-07-28,"Up","Up","No Move","Down"
2010-07-27,"No Move","No Move","No Move","Down"
2010-07-26,"Down","Down","No Move","Down"
2010-07-23,"Down","Down","Up","Down"
2010-07-22,"Down","Down","Down","Up"
2010-07-21,"Up","Up","Up","Up"
2010-07-20,"Down","Down","Up","Up"
2010-07-19,"Down","Down","No Move","Down"
2010-07-16,"Up Large","Up Large","Up","Up"
2010-07-15,"No Move","No Move","No Move","Down"
2010-07-14,"No Move","No Move","Down","Down"
2010-07-13,"Down","Down","Down","Up"
2010-07-12,"Down","Down","Down","Down"
2010-07-09,"Down","Down","No Move","Down"
2010-07-08,"Down","Down","Down","Down"
2010-07-07,"Down Large","Down Large","No Move","Up"
2010-07-06,"Down","Down","No Move","Up"
2010-07-02,"Up","Up","No Move","Down"
2010-07-01,"Up","Up","Up","No Move"
2010-06-30,"Up","Up","Up","Down"
2010-06-29,"Up Large","Up Large","Up","Up"
2010-06-28,"No Move","No Move","Up","Down"
2010-06-25,"No Move","No Move","No Move","Down"
2010-06-24,"Up","Up","Up","No Move"
2010-06-23,"No Move","No Move","No Move","Down"
2010-06-22,"Up","Up","No Move","Up"
2010-06-21,"No Move","No Move","Down","Up"
2010-06-18,"Down","Down","Down","Down"
2010-06-17,"Down","Down","No Move","Down"
2010-06-16,"No Move","No Move","No Move","Down"
2010-06-15,"Down Large","Down","Down","Up"
2010-06-14,"Up","Up","Down","Down"
2010-06-11,"Down","Down","Up","Down"
2010-06-10,"Down Large","Down Large","Down","Up"
2010-06-09,"Up","Up","Down","Up"
2010-06-08,"Down","Down","Up","Up"
2010-06-07,"Up","Up","No Move","No Move"
2010-06-04,"Up Large","Up Large","Up","Up Large"
2010-06-03,"No Move","No Move","Down","Down"
2010-06-02,"Down Large","Down Large","Down","Up"
2010-06-01,"Up","Up","Up","Up"
2010-05-28,"Up","Up","Up","No Move"
2010-05-27,"Down Large","Down Large","Up","Up"
2010-05-26,"Up","Up","Down","Up"
2010-05-25,"Up","Up","Up","Up"
2010-05-24,"Up","Up","No Move","Down"
2010-05-21,"Down","Down","Up","Up"
2010-05-20,"Up Large","Up Large","Up","Up Large"
2010-05-19,"Up","Up","Up","Up"
2010-05-18,"Up","Up","No Move","Up"
2010-05-17,"No Move","No Move","Up","Up"
2010-05-14,"Up","Up","Up","Up"
2010-05-13,"Up","Up","No Move","Down"
2010-05-12,"Down","Down","Up","No Move"
2010-05-11,"Up","Up","Up","Up"
2010-05-10,"Down Large","Down Large","Down","Up Large"
2010-05-07,"Up","Up","Up","Up Large"
2010-05-06,"Up Large","Up Large","Down","Up Extreme"
2010-05-05,"Up","Up","Up","Down"
2010-05-04,"Up Large","Up Large","Up","Up"
2010-05-03,"Down","Down","Down","No Move"
2010-04-30,"Up","Up","Down","Up"
2010-04-29,"Down","Down","No Move","Down"
2010-04-28,"Down","Down","Up","Down"
2010-04-27,"Up","Up","Up","Up"
2010-04-26,"No Move","No Move","Down","Down"
2010-04-23,"Down","Down","Up","Down"
2010-04-22,"Down","No Move","Up","Down"
2010-04-21,"No Move","No Move","No Move","Down"
2010-04-20,"Down","Down","Down","Down"
2010-04-19,"Down","Down","No Move","Down"
2010-04-16,"Up","Up","Up","Up"
2010-04-15,"Down","Down","No Move","Down"
2010-04-14,"Down","Down","Down","Down"
2010-04-13,"No Move","No Move","Down","Down"
2010-04-12,"No Move","No Move","No Move","Down"
2010-04-09,"Down","Down","No Move","Down"
2010-04-08,"Down","Down","No Move","Down"
2010-04-07,"Up","Up","Up","Down"
2010-04-06,"No Move","No Move","Up","Down"
2010-04-05,"Down","Down","No Move","Down"
2010-04-01,"Down","Down","No Move","Down"
2010-03-31,"Up","Up","No Move","Down"
2010-03-30,"No Move","No Move","Up","Down"
2010-03-29,"Down","Down","Up","Down"
2010-03-26,"No Move","No Move","No Move","Down"
2010-03-25,"No Move","No Move","Down","Down"
2010-03-24,"Up","Up","Up","Down"
2010-03-23,"Down","Down","Down","Down"
2010-03-22,"Down","Down","Up","Down"
2010-03-19,"Up","Up","Down","Down"
2010-03-18,"Down","Down","No Move","Down"
2010-03-17,"Down","Down","No Move","Down"
2010-03-16,"Down","Down","No Move","Down"
2010-03-15,"Down","Down","Up","Down"
2010-03-12,"No Move","No Move","No Move","Down"
2010-03-11,"Down","Down","Up","Down"
2010-03-10,"No Move","No Move","Up","Down"
2010-03-09,"No Move","No Move","No Move","Down"
2010-03-08,"No Move","No Move","Up","Down"
2010-03-05,"Down","Down","Down","Down"
2010-03-04,"Down","Down","No Move","Down"
2010-03-03,"No Move","No Move","No Move","Down"
2010-03-02,"No Move","No Move","No Move","Down"
2010-03-01,"Down","Down","Down","Down"
2010-02-26,"No Move","No Move","No Move","Down"
2010-02-25,"Up","Up","Up","Up"
2010-02-24,"Down","Down","Down","Down"
2010-02-23,"Up","Up","No Move","Down"
2010-02-22,"Up","Up","No Move","Down"
2010-02-19,"Down","No Move","Up","Down"
2010-02-18,"Down","Down","No Move","Down"
2010-02-17,"Down","Down","Up","Down"
2010-02-16,"Down","Down","Down","No Move"
2010-02-12,"Up","Up","Up","Down"
2010-02-11,"Down","Down","No Move","Up"
2010-02-10,"Up","Up","Up","Down"
2010-02-09,"Down","Down","Down","Up"
2010-02-08,"Up","Up","Up","Down"
2010-02-05,"No Move","No Move","Down","Up"
2010-02-04,"Up Large","Up Large","Down","Up"
2010-02-03,"Up","Up","Up","Down"
2010-02-02,"Down","Down","No Move","Down"
2010-02-01,"Down","Down","Down","Down"
2010-01-29,"Up","Up","Down","Up"
2010-01-28,"Up","Up","Down","Up"
2010-01-27,"Down","Down","No Move","Down"
2010-01-26,"No Move","No Move","Up","Down"
2010-01-25,"Down","Down","Down","Down"
2010-01-22,"Up Large","Up Large","No Move","Up"
2010-01-21,"Up Large","Up","Down","Up"
2010-01-20,"Up","Up","Up","Up"
2010-01-19,"Down","Down","Up","Down"
2010-01-15,"Up","Up","Up","Down"
2010-01-14,"Down","Down","No Move","Down"
2010-01-13,"Down","Down","Down","Down"
2010-01-12,"Up","Up","Up","Down"
2010-01-11,"Down","Down","Down","Down"
2010-01-08,"No Move","No Move","No Move","Down"
2010-01-07,"Down","Down","Up","Down"
2010-01-06,"No Move","No Move","Up","Down"
2010-01-05,"No Move","No Move","No Move","Down"
2010-01-04,"Down","Down","Down","No Move"
2009-12-31,"Up","Up","No Move","Down"
2009-12-30,"No Move","No Move","Up","Down"
2009-12-29,"No Move","No Move","Down","Down"
2009-12-28,"Down","Down","Up","Down"
2009-12-24,"Down","Down","No Move","Down"
2009-12-23,"No Move","No Move","No Move","Down"
2009-12-22,"Down","Down","No Move","Down"
2009-12-21,"Down","Down","Down","Down"
2009-12-18,"Down","Down","Down","Down"
2009-12-17,"Up","Up","Up","Down"
2009-12-16,"No Move","No Move","Up","Down"
2009-12-15,"Up","Up","Up","Down"
2009-12-14,"Down","Down","No Move","Down"
2009-12-11,"Down","Down","Up","Down"
2009-12-10,"Down","Down","Up","Down"
2009-12-09,"Down","Down","Up","Down"
2009-12-08,"Up","Up","Up","Down"
2009-12-07,"No Move","No Move","Up","Down"
2009-12-04,"Down","Down","Down","Up"
2009-12-03,"Up","Up","Down","No Move"
2009-12-02,"Up","Up","Up","Down"
2009-12-01,"Down","Down","Up","No Move"
2009-11-30,"Down","Down","No Move","Down"
2009-11-27,"Up","Up","Up Large","Up"
2009-11-25,"Down","Down","Up","Down"
2009-11-24,"Up","Up","No Move","Down"
2009-11-23,"Down","Down","Down","No Move"
2009-11-20,"No Move","No Move","Up","Down"
2009-11-19,"Up","Up","Up","No Move"
2009-11-18,"No Move","No Move","Up Large","Down"
2009-11-17,"Down","Down","Up","Down"
2009-11-16,"Down","Down","Up","No Move"
2009-11-13,"Down","Down","No Move","Down"
2009-11-12,"Up","Up","Up","Down"
2009-11-11,"Down","Down","No Move","Down"
2009-11-10,"Down","Down","Up","Down"
2009-11-09,"Down","Down","Up","Up"
2009-11-06,"Down","Down","Up","Down"
2009-11-05,"Down","Down","Down","Up"
2009-11-04,"Down","Down","Up","No Move"
2009-11-03,"Up","Up","Up","Down"
2009-11-02,"Down","Down","No Move","Up"
2009-10-30,"Up Large","Up Large","Up","Up"
2009-10-29,"Down","Down","No Move","Up"
2009-10-28,"Up","Up","Up","Down"
2009-10-27,"No Move","No Move","No Move","Down"
2009-10-26,"Up","Up","No Move","Up"
2009-10-23,"Up","Up","Down Large","No Move"
2009-10-22,"Down","Down","Up","Up"
2009-10-21,"Up","Up","Up","No Move"
2009-10-20,"Up","Up","No Move","Down"
2009-10-19,"Down","Down","Down","Down"
2009-10-16,"Up","Up","Up","Down"
2009-10-15,"Down","Down","Up","Down"
2009-10-14,"Down","Down","Down","Down"
2009-10-13,"No Move","Up","Up","Down"
2009-10-12,"Down","Down","No Move","Down"
2009-10-09,"Down","Down","Up","Down"
2009-10-08,"Down","Down","Down","Down"
2009-10-07,"No Move","No Move","Up","Down"
2009-10-06,"Down","Down","Down","No Move"
2009-10-05,"Down","Down","Down","Down"
2009-10-02,"Up","Up","Up","Down"
2009-10-01,"Up","Up","No Move","Up"
2009-09-30,"Up","Up","No Move","No Move"
2009-09-29,"Up","Up","No Move","Down"
2009-09-28,"Down","Down","Up","No Move"
2009-09-25,"Up","Up","Up","Down"
2009-09-24,"Up","Up","Down","Down"
2009-09-23,"Up","Up","Down","No Move"
2009-09-22,"Down","Down","Down","Down"
2009-09-21,"Up","Up","Up","Down"
2009-09-18,"Down","Down","Down","Down"
2009-09-17,"No Move","No Move","Up","Down"
2009-09-16,"Down","Down","No Move","Down"
2009-09-15,"Down","Down","No Move","Down"
2009-09-14,"Down","Down","Up","Down"
2009-09-11,"Up","Up","Up","Down"
2009-09-10,"Down","Down","No Move","Down"
2009-09-09,"Down","Down","Up","Down"
2009-09-08,"Down","Down","Up","Down"
2009-09-04,"Down","Down","Down","Down"
2009-09-03,"Down","Down","Down","Down"
2009-09-02,"Up","Up","Up","Down"
2009-09-01,"Up","Up","Up","Up"
2009-08-31,"Up","Up","Up","Down"
2009-08-28,"Up","Up","Down","Down"
2009-08-27,"Down","Down","Up","Down"
2009-08-26,"No Move","No Move","No Move","Down"
2009-08-25,"Down","Down","No Move","Down"
2009-08-24,"No Move","No Move","No Move","Down"
2009-08-21,"Down","Down","Up","No Move"
2009-08-20,"Down","Down","No Move","Down"
2009-08-19,"Down","Down","Up","Up"
2009-08-18,"Down","Down","Up","Down"
2009-08-17,"Up","Up","Up","Up"
2009-08-14,"Up","Up","No Move","No Move"
2009-08-13,"Down","Down","No Move","Down"
2009-08-12,"Down","Down","Up","Up"
2009-08-11,"Up","Up","Up","Down"
2009-08-10,"Up","Up","Up","Down"
2009-08-07,"Down","Down","Down","No Move"
2009-08-06,"Up","Up","Up","Down"
2009-08-05,"Up","Up","Up","Down"
2009-08-04,"Down","Down","Up","Down"
2009-08-03,"Down","Down","Down","Down"
2009-07-31,"Down","Down","No Move","Down"
2009-07-30,"Down","Down","Down","No Move"
2009-07-29,"Up","Up","Up","Down"
2009-07-28,"No Move","No Move","Up","Down"
2009-07-27,"Down","Down","No Move","Down"
2009-07-24,"Down","Down","Up","Down"
2009-07-23,"Down","Down","Down","Up"
2009-07-22,"Up","Up","Up","Down"
2009-07-21,"Down","Down","No Move","Down"
2009-07-20,"Down","Down","Down","Down"
2009-07-17,"Down","Down","No Move","Down"
2009-07-16,"Down","Down","Up","Down"
2009-07-15,"Down Large","Down Large","Down","Up"
2009-07-14,"Down","Down","No Move","Down"
2009-07-13,"Down","Down","No Move","Up"
2009-07-10,"Up","Up","No Move","Down"
2009-07-09,"No Move","No Move","No Move","Down"
2009-07-08,"Down","Down","No Move","Down"
2009-07-07,"Up","Up","No Move","No Move"
2009-07-06,"Down","Down","No Move","Down"
2009-07-02,"Up Large","Up Large","Up","Up"
2009-07-01,"Down","Down","No Move","Down"
2009-06-30,"Up","Up","No Move","No Move"
2009-06-29,"Down","Down","Down","Down"
2009-06-26,"Up","Up","Up","Down"
2009-06-25,"Down","Down","No Move","Up"
2009-06-24,"Up","Up","No Move","No Move"
2009-06-23,"Up","Up","Down","Down"
2009-06-22,"Up","Up","Up","Up"
2009-06-19,"Up","Up","Down","Down"
2009-06-18,"Down","Down","No Move","Down"
2009-06-17,"No Move","No Move","No Move","Down"
2009-06-16,"Up","Up","No Move","Down"
2009-06-15,"Up","Up","Up","Up"
2009-06-12,"Down","Down","Up","Down"
2009-06-11,"Down","Down","Up","Down"
2009-06-10,"Up","Up","No Move","Up"
2009-06-09,"No Move","No Move","No Move","Down"
2009-06-08,"No Move","No Move","Up","Up"
2009-06-05,"No Move","No Move","Down","Down"
2009-06-04,"Down","Down","No Move","Down"
2009-06-03,"Up","Up","Up","Down"
2009-06-02,"Down","Down","No Move","Down"
2009-06-01,"Down Large","Down Large","Down","Up"
2009-05-29,"Down","Down","No Move","Down"
2009-05-28,"Down","Down","No Move","Up"
2009-05-27,"Up","Up","No Move","Up"
2009-05-26,"Down","Down","No Move","Up"
2009-05-22,"Up","Up","No Move","Down"
2009-05-21,"Up","Up","Up","Up"
2009-05-20,"Up","Up","Up","Up"
2009-05-19,"Up","Up","Up","Down"
2009-05-18,"Down Large","Down Large","Down","Up"
2009-05-15,"Up","Up","Up","No Move"
2009-05-14,"Down","Down","Down","Down"
2009-05-13,"Up","Up","Up","Up"
2009-05-12,"Down","Down","No Move","Down"
2009-05-11,"Up","Up","Up","No Move"
2009-05-08,"Down","Down","Down","No Move"
2009-05-07,"Up","Up","No Move","Up"
2009-05-06,"Down","Down","Up","Down"
2009-05-05,"Up","Up","Up","Down"
2009-05-04,"Down Large","Down","Down","Up"
2009-05-01,"Down","Down","No Move","Down"
2009-04-30,"Up","Up","Down","No Move"
2009-04-29,"Down","Down","Down","Up"
2009-04-28,"No Move","No Move","Up","Down"
2009-04-27,"Up","Up","Up","Down"
2009-04-24,"Down","Down","No Move","No Move"
2009-04-23,"Down","Down","No Move","No Move"
2009-04-22,"Up","Up","Up","No Move"
2009-04-21,"Down","Down","No Move","Up"
2009-04-20,"Up Large","Up Large","Up","Up"
2009-04-17,"No Move","No Move","No Move","Down"
2009-04-16,"Down","Down","No Move","Up"
2009-04-15,"Down","Down","Up","No Move"
2009-04-14,"Up","Up","No Move","Down"
2009-04-13,"Up","Up","Up","Down"
2009-04-09,"Down Large","Down Large","Down","Up"
2009-04-08,"Down","Down","Up","Down"
2009-04-07,"Up","Up","Up","Up"
2009-04-06,"Up","Up","Up","Down"
2009-04-03,"Down","Down","Down","Down"
2009-04-02,"Down Large","Down Large","Down","Up"
2009-04-01,"Down","Down","Up","Up"
2009-03-31,"Down","Down","Down","Up"
2009-03-30,"Up Large","Up Large","Up","Up"
2009-03-27,"Up","Up","Up","Up"
2009-03-26,"Down","Down","Down","No Move"
2009-03-25,"Down","Down","No Move","Up"
2009-03-24,"Up","Up","Up","Down"
2009-03-23,"Down Extreme","Down Extreme","Down","Up Large"
2009-03-20,"Up","Up","Down","Up"
2009-03-19,"Up","Up","Down","No Move"
2009-03-18,"Down","Down","No Move","Up"
2009-03-17,"Down","Down","Down","Up"
2009-03-16,"No Move","No Move","Down","Up"
2009-03-13,"Down","Down","Up","Down"
2009-03-12,"Down Large","Down Large","Down","Up"
2009-03-11,"No Move","No Move","Up","Down"
2009-03-10,"Down Large","Down Large","No Move","Up Large"
2009-03-09,"Up","Up","Up","Up"
2009-03-06,"Down","Down","No Move","Up"
2009-03-05,"Up Large","Up Large","Up","Up"
2009-03-04,"Down","Down","No Move","Up"
2009-03-03,"Up","Up","Down","Down"
2009-03-02,"Up Large","Up Large","Up","Up"
2009-02-27,"Up","Up","Up","No Move"
2009-02-26,"Up","Up","Up","Up"
2009-02-25,"Up","Up","Up","Up"
2009-02-24,"Down Large","Down Large","No Move","Up"
2009-02-23,"Up Large","Up Large","No Move","Up"
2009-02-20,"Up","Up","Up","Up"
2009-02-19,"Up","Up","No Move","No Move"
2009-02-18,"No Move","No Move","Up","Down"
2009-02-17,"Up Large","Up Large","Up","Up"
2009-02-13,"Up","Up","No Move","Down"
2009-02-12,"No Move","No Move","Up","Up"
2009-02-11,"Down","Down","Up","Down"
2009-02-10,"Up Large","Up Large","Up","Up Large"
2009-02-09,"No Move","No Move","Down","Down"
2009-02-06,"Down Large","Down Large","Up","Up"
2009-02-05,"Down","Down","Up","Up"
